"id","region","state","locality","site_name","latitude","longitude","protection","popularity","length_sca","n_marinas_","size","marina_id","ocean_acce","land_acces","accessibil","geometry"
378,"Northwest Mexico","BAJA_CALIFORNIA SUR","LORETO","LAJAS",26.1248791,-111.2585762,"Into MPA","5","2.175840152","0.172413793","3","63","2.348253945","7.5","17.61190459",c(-111.2585762, 26.1248791)
379,"Gulf of Mexico","VERACRUZ","VERACRUZ","LAMPARA",19.09426788,-95.84975193,"Into MPA","1","2.157875905","0.862068966","0","302","3.01994487","7.5","22.64958653",c(-95.84975193, 19.09426788)
380,"Northwest Mexico","BAJA_CALIFORNIA SUR","LOS_CABOS","LANDS_END",22.8760368,-109.8926353,"Into MPA","30","3.499458101","0.172413793","3","17","3.671871894","9.375","34.42379901",c(-109.8926353, 22.8760368)
381,"Yucatan Peninsula","QUINTANA_ROO","AKUMAL","LANGOSTA",20.38753895,-87.31433642,"Into MPA","4","3.897674508","0.689655172","0","387","4.58732968","6.875","31.53789155",c(-87.31433642, 20.38753895)
382,"Northwest Mexico","BAJA_CALIFORNIA SUR","LA_PAZ","LAPAS_03",24.47848,-110.395671,"Into MPA","1","1.905816245","0","3","29","1.905816245","5.625","10.72021638",c(-110.395671, 24.47848)
383,"Yucatan Peninsula","QUINTANA_ROO","CANCUN","LARGO",21.132914,-86.731253,"Into MPA","2","3.604355231","4.827586207","1","379","8.431941438","6.875","57.96959739",c(-86.731253, 21.132914)
384,"Northwest Mexico","SONORA","PUERTO_PENASCO","LAS_CONCHAS",31.278442,-113.442598,"Not protected","2","2.350939538","0.344827586","3","41","2.695767124","3.75","10.10912672",c(-113.442598, 31.278442)
385,"Northwest Mexico","NAYARIT","ISLA_ISABEL","LAS_MONAS",21.849982,-105.879777,"Not protected","2","1.559707384","0","0","195","1.559707384","4.375","6.823719806",c(-105.879777, 21.849982)
386,"Yucatan Peninsula","QUINTANA_ROO","COZUMEL","LAS_PALMAS",20.45803333,-86.99053611,"Into MPA","NA","NA","NA","NA","NA","NA","NA","NA",c(-86.99053611, 20.45803333)
387,"Yucatan Peninsula","QUINTANA_ROO","AKUMAL","LEON",20.39591667,-87.3059,"Into MPA","1","3.897682497","0.689655172","0","387","4.587337669","6.875","31.53794648",c(-87.3059, 20.39591667)
388,"Northwest Mexico","SONORA","GUAYMAS","LIGTH_HOUSE",27.868177,-110.948414,"Not protected","7","2.612291582","1.896551724","0","66","4.508843306","8.125","36.63435186",c(-110.948414, 27.868177)
389,"Northwest Mexico","SONORA","GUAYMAS","LIGTHHOUSE",27.982751,-111.383109,"Not protected","9","1.879350581","0","1","147","1.879350581","5.625","10.57134702",c(-111.383109, 27.982751)
390,"Northwest Mexico","BAJA_CALIFORNIA SUR","CABO_PULMO","LOBERA",23.384551,-109.412618,"Not take zone","51","3.346305359","0.172413793","0","117","3.518719152","4.375","15.39439629",c(-109.412618, 23.384551)
391,"Northwest Mexico","BAJA_CALIFORNIA SUR","LORETO","LOBERA",26.12799027,-111.2591709,"Into MPA","7","2.156621603","0.172413793","3","63","2.329035396","7.5","17.46776547",c(-111.2591709, 26.12799027)
392,"Northwest Mexico","BAJA_CALIFORNIA SUR","LOS_CABOS","LOBERA",22.875782,-109.89452,"Into MPA","14","3.499458101","0.172413793","3","17","3.671871894","9.375","34.42379901",c(-109.89452, 22.875782)
393,"Northwest Mexico","BAJA_CALIFORNIA","TIJUANA","LOBSTER_SHACK",32.43821995,-117.293854,"Into MPA","3","1.908589249","0","2","36","1.908589249","7.5","14.31441937",c(-117.293854, 32.43821995)
394,"Northwest Mexico","JALISCO","PUERTO_VALLARTA","LOS_ANEGADOS",20.67806452,-105.6414263,"Not protected","19","2.083809245","0.172413793","3","73","2.256223038","8.75","19.74195158",c(-105.6414263, 20.67806452)
395,"Northwest Mexico","JALISCO","PUERTO_VALLARTA","LOS_ARCOS",20.54526703,-105.2910226,"Not protected","35","2.885340619","1.034482759","0","88","3.919823377","9.375","36.74834416",c(-105.2910226, 20.54526703)
396,"Yucatan Peninsula","QUINTANA_ROO","PLAYA_DEL CARMEN","LOS_ARCOS",20.70784982,-86.93777561,"Into MPA","58","2.819861839","1.551724138","2","382","4.371585977","6.875","30.05465359",c(-86.93777561, 20.70784982)
397,"Yucatan Peninsula","QUINTANA_ROO","COZUMEL","LOS_ATOLONES",20.440703,-86.812834,"Into MPA","23","1.786986468","1.896551724","1","389","3.683538192","8.125","29.92874781",c(-86.812834, 20.440703)
398,"Gulf of Mexico","VERACRUZ","VERACRUZ","LOS_BAJITOS",19.11079195,-95.97803041,"Into MPA","13","2.734866655","1.896551724","0","301","4.631418379","7.5","34.73563784",c(-95.97803041, 19.11079195)
399,"Northwest Mexico","BAJA_CALIFORNIA SUR","LA_PAZ","LOS_BARRILES",23.68758034,-109.6839084,"Not protected","1","3.511910104","0.517241379","1","119","4.029151483","6.25","25.18219677",c(-109.6839084, 23.68758034)
400,"Northwest Mexico","BAJA_CALIFORNIA SUR","LORETO","LOS_CANDELEROS",25.7447806,-111.2269312,"Into MPA","9","2.306295561","0.172413793","3","35","2.478709354","4.375","10.84435342",c(-111.2269312, 25.7447806)
401,"Northwest Mexico","BAJA_CALIFORNIA","TIJUANA","LOS_CORONADOS",32.433227,-117.293428,"Into MPA","1","1.914246857","0.172413793","2","36","2.08666065","7.5","15.64995487",c(-117.293428, 32.433227)
402,"Northwest Mexico","BAJA_CALIFORNIA","ENSENADA","LOS_CRESTONES",28.30010049,-115.3060336,"Into MPA","1","1.551435653","0","2","37","1.551435653","0","0",c(-115.3060336, 28.30010049)
403,"Gulf of Mexico","VERACRUZ","VERACRUZ","LOS_SABALOS",19.10715426,-95.92954954,"Into MPA","1","2.521348931","1.724137931","0","301","4.245486862","7.5","31.84115147",c(-95.92954954, 19.10715426)
404,"Mexican Pacific","GUERRERO","ACAPULCO","LOS_SUIZOS",16.827358,-99.91267,"Not protected","1","3.153788549","0.344827586","3","26","3.498616135","9.375","32.79952627",c(-99.91267, 16.827358)
405,"Gulf of Mexico","VERACRUZ","VERACRUZ","LUNA_DE_DUENDES",19.14134818,-95.75637861,"Not protected","1","1.842210598","0","0","302","1.842210598","7.5","13.81657949",c(-95.75637861, 19.14134818)
406,"Gulf of Mexico","VERACRUZ","VERACRUZ","LURO",19.20189945,-96.07110481,"Into MPA","1","2.751321336","1.896551724","3","6","4.64787306","7.5","34.85904795",c(-96.07110481, 19.20189945)
407,"Northwest Mexico","SONORA","GUAYMAS","MAGDALENA_BAY",27.9537,-111.364675,"Not protected","4","1.910828071","0","1","147","1.910828071","5.625","10.7484079",c(-111.364675, 27.9537)
408,"Mexican Pacific","GUERRERO","ACAPULCO","MAGICO_MUNDO_MARINO",16.830054,-99.90434,"Not protected","1","3.271344087","0.344827586","3","26","3.616171673","9.375","33.90160944",c(-99.90434, 16.830054)
409,"Mexican Pacific","OAXACA","HUATULCO","MAGUEYITO",15.77627879,-96.06260841,"Not protected","16","2.596913708","0.344827586","3","40","2.941741295","8.75","25.74023633",c(-96.06260841, 15.77627879)
410,"Yucatan Peninsula","QUINTANA_ROO","MAHAHUAL","MAHAHUAL",18.71516211,-87.70442754,"Into MPA","1","3.894972744","0.517241379","1","407","4.412214123","6.25","27.57633827",c(-87.70442754, 18.71516211)
411,"Yucatan Peninsula","QUINTANA_ROO","BANCO_CHINCHORROS","MAHAWALL",18.41492905,-87.43382104,"Into MPA","6","1.949753512","0.172413793","1","406","2.122167305","1.875","3.979063697",c(-87.43382104, 18.41492905)
412,"Northwest Mexico","JALISCO","PUERTO_VALLARTA","MAJAHUITAS",20.506828,-105.390147,"Not protected","21","3.490206818","0.862068966","0","202","4.352275784","5.625","24.48155128",c(-105.390147, 20.506828)
413,"Yucatan Peninsula","QUINTANA_ROO","PLAYA_DEL CARMEN","MAMA_VI<U+FFFD>A",20.56057,-87.1105,"Into MPA","58","3.160805762","2.75862069","2","39","5.919426452","6.25","36.99641532",c(-87.1105, 20.56057)
414,"Yucatan Peninsula","QUINTANA_ROO","PLAYA_DEL CARMEN","MAMITAS",20.626499,-87.063505,"Into MPA","2","4.111498515","2.413793103","1","383","6.525291618","8.75","57.09630166",c(-87.063505, 20.626499)
415,"Yucatan Peninsula","QUINTANA_ROO","PLAYA_DEL CARMEN","MANCHA_CHICA",20.779562,-86.909425,"Into MPA","8","2.650434022","0.517241379","3","71","3.167675401","7.5","23.75756551",c(-86.909425, 20.779562)
416,"Yucatan Peninsula","QUINTANA_ROO","PLAYA_DEL CARMEN","MANCHA_GRANDE",20.799564,-86.892554,"Not protected","8","3.030763594","0.517241379","3","71","3.548004973","7.5","26.6100373",c(-86.892554, 20.799564)
417,"Yucatan Peninsula","QUINTANA_ROO","ISLA_MUJERES","MANCHONES",21.20257083,-86.71719827,"Into MPA","31","3.054276986","5","3","24","8.054276986","9.375","75.50884674",c(-86.71719827, 21.20257083)
418,"Yucatan Peninsula","QUINTANA_ROO","COZUMEL","MARACAIBO_REEF",20.265643,-86.98952,"Not take zone","68","2.253997017","1.034482759","1","390","3.288479775","6.25","20.5529986",c(-86.98952, 20.265643)
419,"Northwest Mexico","JALISCO","PUERTO_VALLARTA","MARIETAS",20.69036333,-105.5868666,"Into MPA","36","2.306238257","0.172413793","3","73","2.47865205","8.75","21.68820544",c(-105.5868666, 20.69036333)
420,"Mexican Pacific","GUERRERO","ACAPULCO","MARINA_&_LABYRINTH",16.819724,-99.902854,"Not protected","1","3.086486884","0.344827586","3","26","3.43131447","9.375","32.16857316",c(-99.902854, 16.819724)
421,"Northwest Mexico","BAJA_CALIFORNIA","ENSENADA","MARISOL",31.91616889,-116.7633513,"Not protected","1","2.668352304","0.862068966","3","46","3.530421269","8.125","28.68467281",c(-116.7633513, 31.91616889)
422,"Northwest Mexico","SONORA","GUAYMAS","MARTINI_COVE",27.93121646,-111.0590445,"Not protected","6","3.395759495","1.896551724","3","148","5.29231122","8.75","46.30772317",c(-111.0590445, 27.93121646)
423,"Yucatan Peninsula","QUINTANA_ROO","CANCUN","MECO",21.216935,-86.795372,"Not protected","2","3.331633997","5","3","20","8.331633997","8.125","67.69452623",c(-86.795372, 21.216935)
424,"Yucatan Peninsula","QUINTANA_ROO","ISLA_MUJERES","MEDIA_LUNA",21.21291156,-86.7175093,"Not protected","11","3.278244774","5","3","24","8.278244774","9.375","77.60854475",c(-86.7175093, 21.21291156)
425,"Mexican Pacific","OAXACA","HUATULCO","MEDREGAL",15.72166228,-96.15062645,"Into MPA","11","2.803206302","0.344827586","3","226","3.148033888","8.75","27.54529652",c(-96.15062645, 15.72166228)
426,"Gulf of Mexico","VERACRUZ","COATZACOALCOS","MELILLA",18.256881,-94.477253,"Not protected","4","2.20387663","0.862068966","1","313","3.065945596","6.25","19.16215997",c(-94.477253, 18.256881)
427,"Northwest Mexico","BAJA_CALIFORNIA","TIJUANA","MIDDLE_CORONADO",32.41789,-117.259239,"Into MPA","3","2.012497428","0.172413793","2","36","2.184911221","7.5","16.38683416",c(-117.259239, 32.41789)
428,"Northwest Mexico","BAJA_CALIFORNIA","ENSENADA","MIDDLE_ROCK",32.42266667,-117.2619,"Into MPA","1","2.005770023","0.172413793","2","36","2.178183816","7.5","16.33637862",c(-117.2619, 32.42266667)
429,"Northwest Mexico","BAJA_CALIFORNIA SUR","LOS_CABOS","MIDDLE_WALL",22.878493,-109.897701,"Into MPA","17","3.728597076","0.172413793","3","17","3.90101087","9.375","36.5719769",c(-109.897701, 22.878493)
430,"Yucatan Peninsula","QUINTANA_ROO","COZUMEL","MIRADOR",20.298721,-86.930638,"Into MPA","1","1.999341989","1.551724138","1","390","3.551066127","6.25","22.1941633",c(-86.930638, 20.298721)
431,"Yucatan Peninsula","QUINTANA_ROO","PLAYA_DEL CARMEN","MOC_CHE",20.68932278,-86.93138123,"Into MPA","61","2.676622383","1.896551724","2","382","4.573174107","6.875","31.44057199",c(-86.93138123, 20.68932278)
432,"Yucatan Peninsula","QUINTANA_ROO","PLAYA_DEL CARMEN","MOC_CHE_DEEP",20.6867533,-86.8826294,"Into MPA","55","2.323538652","1.724137931","2","382","4.047676583","6.875","27.82777651",c(-86.8826294, 20.6867533)
433,"Northwest Mexico","BAJA_CALIFORNIA SUR","LA_PAZ","MOGOTE",24.18384,-110.344379,"Not protected","1","2.995050796","1.896551724","1","128","4.89160252","8.125","39.74427048",c(-110.344379, 24.18384)
434,"Northwest Mexico","BAJA_CALIFORNIA","ENSENADA","MOLOKAY",31.81168,-116.662369,"Not protected","1","2.721400294","0.689655172","3","21","3.411055466","7.5","25.582916",c(-116.662369, 31.81168)
435,"Yucatan Peninsula","QUINTANA_ROO","COZUMEL","MONEY_BAR",20.460033,-86.986043,"Into MPA","NA","NA","NA","NA","NA","NA","NA","NA",c(-86.986043, 20.460033)
436,"Gulf of Mexico","VERACRUZ","VERACRUZ","MONTA<U+FFFD>A",19.08274663,-95.9339298,"Into MPA","1","2.671357423","1.724137931","0","302","4.395495354","7.5","32.96621516",c(-95.9339298, 19.08274663)
437,"Mexican Pacific","OAXACA","HUATULCO","MONTOSA",15.76116362,-96.08460438,"Not protected","16","2.961870637","0.344827586","3","40","3.306698223","8.75","28.93360945",c(-96.08460438, 15.76116362)
438,"Gulf of Mexico","VERACRUZ","VERACRUZ","MORGAN",19.23111667,-96.05721667,"Into MPA","1","2.499967382","1.724137931","3","6","4.224105313","7.5","31.68078985",c(-96.05721667, 19.23111667)
439,"Yucatan Peninsula","QUINTANA_ROO","AKUMAL","MORGAN'S_REEF",20.395679,-87.304168,"Into MPA","3","3.897682497","0.689655172","0","387","4.587337669","6.875","31.53794648",c(-87.304168, 20.395679)
440,"Northwest Mexico","BAJA_CALIFORNIA SUR","LOS_CABOS","MOROS",22.89543,-109.855511,"Into MPA","2","2.675815769","0.172413793","3","17","2.848229562","9.375","26.70215214",c(-109.855511, 22.89543)
441,"Northwest Mexico","BAJA_CALIFORNIA","ENSENADA","MORRO_REDONDO",28.06582102,-115.1601675,"Into MPA","1","3.003264206","0.172413793","2","37","3.175677999","0","0",c(-115.1601675, 28.06582102)
442,"Mexican Pacific","OAXACA","HUATULCO","MORRO_TEJON",15.75742732,-96.11273263,"Not protected","11","3.890742944","0.344827586","3","40","4.23557053","8.75","37.06124214",c(-96.11273263, 15.75742732)
443,"Northwest Mexico","BAJA_CALIFORNIA SUR","CABO_PULMO","MORROS",23.461938,-109.407203,"Not take zone","30","2.389786482","0.172413793","0","117","2.562200275","4.375","11.2096262",c(-109.407203, 23.461938)
444,"Mexican Pacific","OAXACA","HUATULCO","MORROS_CONEJOS",15.77567311,-96.06911982,"Not protected","11","2.703438846","0.344827586","3","40","3.048266432","8.75","26.67233128",c(-96.06911982, 15.77567311)
445,"Mexican Pacific","GUERRERO","IXTAPA","MORROS_DE_POTOSI",17.669001,-101.6544179,"Not protected","8","3.327531107","0.689655172","1","214","4.01718628","8.125","32.63963852",c(-101.6544179, 17.669001)
446,"Mexican Pacific","OAXACA","HUATULCO","MORROS_MAGUEY",15.73140411,-96.15019391,"Not take zone","13","2.855780532","0.344827586","3","226","3.200608118","8.75","28.00532103",c(-96.15019391, 15.73140411)
447,"Yucatan Peninsula","QUINTANA_ROO","AKUMAL","MOTOCICLETA",20.39404763,-87.30752471,"Into MPA","8","4.324233685","0.689655172","1","397","5.013888857","8.75","43.8715275",c(-87.30752471, 20.39404763)
448,"Northwest Mexico","BAJA_CALIFORNIA SUR","LORETO","MURCIELAGO",25.87875065,-111.2397824,"Into MPA","5","2.390131421","0.344827586","3","35","2.734959007","4.375","11.96544566",c(-111.2397824, 25.87875065)
449,"Yucatan Peninsula","QUINTANA_ROO","ISLA_MUJERES","MUSEO_SUBACUATICO",21.030529,-86.774254,"Into MPA","18","3.604086935","4.655172414","1","380","8.259259349","8.75","72.2685193",c(-86.774254, 21.030529)
450,"Gulf of Mexico","VERACRUZ","VERACRUZ","NAFRAGIO_RIELERO",19.134942,-95.826861,"Into MPA","2","2.035328208","0.862068966","0","302","2.897397174","7.5","21.7304788",c(-95.826861, 19.134942)
451,"Yucatan Peninsula","QUINTANA_ROO","ISLA_MUJERES","NAFRAGIO_ULTRAFREEZE",21.26195839,-86.72984758,"Not protected","7","2.948496802","4.655172414","3","24","7.603669216","9.375","71.2843989",c(-86.72984758, 21.26195839)
452,"Northwest Mexico","BAJA_CALIFORNIA SUR","LOS_CABOS","NAUFRAGIO",22.874629,-109.894758,"Into MPA","6","3.416997018","0.172413793","3","17","3.589410811","9.375","33.65072636",c(-109.894758, 22.874629)
453,"Northwest Mexico","SONORA","GUAYMAS","NAUFRAGIO_ALBATUN",28.05969322,-111.2538676,"Not protected","4","2.099953391","0.344827586","1","147","2.444780977","5.625","13.75189299",c(-111.2538676, 28.05969322)
454,"Gulf of Mexico","VERACRUZ","VERACRUZ","NAUFRAGIO_ANA_ELENA",19.171387,-95.876631,"Into MPA","2","2.123647376","0.862068966","0","301","2.985716342","7.5","22.39287256",c(-95.876631, 19.171387)
455,"Yucatan Peninsula","QUINTANA_ROO","COZUMEL","NAUFRAGIO_AVION",20.459441,-87.000223,"Into MPA","10","3.60264742","2.931034483","1","395","6.533681902","8.75","57.16971665",c(-87.000223, 20.459441)
456,"Yucatan Peninsula","QUINTANA_ROO","ISLA_MUJERES","NAUFRAGIO_BARRERA",21.1262695,-86.71259382,"Into MPA","8","2.983495683","4.827586207","1","379","7.81108189","6.875","53.70118799",c(-86.71259382, 21.1262695)
457,"Northwest Mexico","BAJA_CALIFORNIA SUR","LORETO","NAUFRAGIO_C_54",25.782896,-111.300233,"Into MPA","12","2.923626782","0.172413793","3","35","3.096040575","4.375","13.54517752",c(-111.300233, 25.782896)
458,"Yucatan Peninsula","QUINTANA_ROO","CANCUN","NAUFRAGIO_C_55",21.11019855,-86.74350386,"Not protected","7","3.278062681","4.827586207","2","367","8.105648888","8.75","70.92442777",c(-86.74350386, 21.11019855)
459,"Yucatan Peninsula","QUINTANA_ROO","COZUMEL","NAUFRAGIO_C53",20.4452,-87.00053333,"Into MPA","30","3.197058895","2.931034483","1","395","6.128093378","8.75","53.62081706",c(-87.00053333, 20.4452)
460,"Yucatan Peninsula","QUINTANA_ROO","PLAYA_DEL CARMEN","NAUFRAGIO_C56",20.96851,-86.760826,"Into MPA","11","2.515494318","4.310344828","1","380","6.825839146","8.75","59.72609252",c(-86.760826, 20.96851)
461,"Yucatan Peninsula","QUINTANA_ROO","CANCUN","NAUFRAGIO_C58_ANAYA",21.11843575,-86.72525865,"Into MPA","13","3.115506641","4.827586207","1","379","7.943092848","6.875","54.60876333",c(-86.72525865, 21.11843575)
462,"Yucatan Peninsula","QUINTANA_ROO","BANCO_CHINCHORROS","NAUFRAGIO_CAYO_LOBOS",18.40938892,-87.33760797,"Into MPA","5","2.044155135","0.172413793","1","406","2.216568928","1.875","4.15606674",c(-87.33760797, 18.40938892)
463,"Yucatan Peninsula","QUINTANA_ROO","ISLA_MUJERES","NAUFRAGIO_CHAIREL",21.26556023,-86.73218524,"Not protected","3","2.852114413","4.655172414","3","24","7.507286827","9.375","70.380814",c(-86.73218524, 21.26556023)
464,"Northwest Mexico","SONORA","GUAYMAS","NAUFRAGIO_DIAZ_ORDAZ",28.04570951,-111.2333778,"Not protected","6","2.201736504","0.517241379","1","147","2.718977883","5.625","15.29425059",c(-111.2333778, 28.04570951)
465,"Yucatan Peninsula","QUINTANA_ROO","BANCO_CHINCHORROS","NAUFRAGIO_FAR_STAR",18.39357726,-87.39189076,"Into MPA","8","1.924880399","0.172413793","1","406","2.097294192","1.875","3.932426611",c(-87.39189076, 18.39357726)
466,"Yucatan Peninsula","QUINTANA_ROO","BANCO_CHINCHORROS","NAUFRAGIO_GALEON",18.7196389,-87.24388369,"Into MPA","6","2.050701054","0.172413793","1","406","2.223114847","1.875","4.168340338",c(-87.24388369, 18.7196389)
467,"Yucatan Peninsula","QUINTANA_ROO","BANCO_CHINCHORROS","NAUFRAGIO_GALEON_SIGLIO_XV1",18.56642317,-87.28061712,"Into MPA","6","2.869076386","0.172413793","1","406","3.041490179","1.875","5.702794086",c(-87.28061712, 18.56642317)
468,"Yucatan Peninsula","QUINTANA_ROO","BANCO_CHINCHORROS","NAUFRAGIO_GINGER_SCOUT",18.6622108,-87.22760995,"Into MPA","11","2.240143037","0.172413793","1","406","2.41255683","1.875","4.523544056",c(-87.22760995, 18.6622108)
469,"Yucatan Peninsula","QUINTANA_ROO","BANCO_CHINCHORROS","NAUFRAGIO_GLENN_VIEW",18.59827353,-87.25234645,"Into MPA","6","2.54475301","0.172413793","1","406","2.717166803","1.875","5.094687756",c(-87.25234645, 18.59827353)
470,"Gulf of Mexico","VERACRUZ","VERACRUZ","NAUFRAGIO_HIDALGO",19.194713,-96.070561,"Into MPA","2","2.72857051","1.896551724","3","6","4.625122234","7.5","34.68841676",c(-96.070561, 19.194713)
471,"Yucatan Peninsula","QUINTANA_ROO","ISLA_MUJERES","NAUFRAGIO_HONDURE<U+FFFD>O",21.2400345,-86.72919957,"Not protected","3","3.589524434","4.655172414","3","24","8.244696848","9.375","77.29403295",c(-86.72919957, 21.2400345)
472,"Yucatan Peninsula","QUINTANA_ROO","BANCO_CHINCHORROS","NAUFRAGIO_KASSEL",18.5072386,-87.3042912,"Into MPA","6","2.505519862","0.172413793","1","406","2.677933655","1.875","5.021125603",c(-87.3042912, 18.5072386)
473,"Yucatan Peninsula","QUINTANA_ROO","PUERTO_AVENTURAS","NAUFRAGIO_PELICANO",20.48267,-87.23679,"Into MPA","2","3.197094993","0.862068966","1","386","4.059163959","8.125","32.98070716",c(-87.23679, 20.48267)
474,"Yucatan Peninsula","QUINTANA_ROO","BANCO_CHINCHORROS","NAUFRAGIO_PENELOPE",18.62735207,-87.23444979,"Into MPA","6","2.333978074","0.172413793","1","406","2.506391867","1.875","4.69948475",c(-87.23444979, 18.62735207)
475,"Gulf of Mexico","VERACRUZ","VERACRUZ","NAUFRAGIO_RIVA_PALACIO",19.210325,-96.076198,"Into MPA","3","2.756294234","1.724137931","3","6","4.480432165","7.5","33.60324124",c(-96.076198, 19.210325)
476,"Northwest Mexico","BAJA_CALIFORNIA SUR","LOS_CABOS","NAUFRAGIO_SALINAR",23.061708,-109.620336,"Not protected","2","2.742194717","0.172413793","3","23","2.914608511","9.375","27.32445479",c(-109.620336, 23.061708)
477,"Yucatan Peninsula","QUINTANA_ROO","BANCO_CHINCHORROS","NAUFRAGIO_SAN_ANDRES",18.55613948,-87.29141233,"Into MPA","6","2.943780524","0.172413793","1","406","3.116194317","1.875","5.842864345",c(-87.29141233, 18.55613948)
478,"Mexican Pacific","COLIMA","MANZANILLO","NAUFRAGIO_SAN_LUCIANO",19.10656239,-104.3962105,"Not protected","7","4.077486187","0.689655172","1","208","4.767141359","8.125","38.73302355",c(-104.3962105, 19.10656239)
479,"Yucatan Peninsula","QUINTANA_ROO","BANCO_CHINCHORROS","NAUFRAGIO_TROPIC",18.48689889,-87.30307338,"Into MPA","6","2.380437914","0.172413793","1","406","2.552851707","1.875","4.786596951",c(-87.30307338, 18.48689889)
480,"Gulf of Mexico","VERACRUZ","VERACRUZ","NAUFRAGIO_USS_TACOMA",19.231661,-96.103777,"Into MPA","2","2.866931668","1.551724138","3","6","4.418655806","7.5","33.13991854",c(-96.103777, 19.231661)
481,"Yucatan Peninsula","QUINTANA_ROO","BANCO_CHINCHORROS","NAUFRAGIO_XUBA",18.44624564,-87.31806845,"Into MPA","6","2.194406028","0.172413793","1","406","2.366819821","1.875","4.437787165",c(-87.31806845, 18.44624564)
482,"Northwest Mexico","BAJA_CALIFORNIA SUR","CABO_PULMO","NAVAJAS",23.446164,-109.416728,"Not take zone","22","2.507421003","0.172413793","0","117","2.679834796","4.375","11.72427723",c(-109.416728, 23.446164)
483,"Yucatan Peninsula","QUINTANA_ROO","PUERTO_MORELOS","NETOS",20.831896,-86.877062,"Into MPA","2","3.456521172","0.517241379","2","381","3.973762551","8.75","34.77042232",c(-86.877062, 20.831896)
484,"Northwest Mexico","BAJA_CALIFORNIA SUR","LORETO","NIDOS",25.89621162,-111.3360056,"Into MPA","5","2.400100715","0.344827586","3","35","2.744928301","4.375","12.00906132",c(-111.3360056, 25.89621162)
485,"Northwest Mexico","BAJA_CALIFORNIA SUR","LORETO","NOPOLO",25.93991126,-111.3456193,"Into MPA","1","2.497984596","0.344827586","3","63","2.842812182","7.5","21.32109137",c(-111.3456193, 25.93991126)
486,"Northwest Mexico","BAJA_CALIFORNIA","ENSENADA","NORT_CORONADO_ISLAND_PASSAGE",32.44208333,-117.2966667,"Into MPA","1","1.892840206","0","2","36","1.892840206","7.5","14.19630154",c(-117.2966667, 32.44208333)
487,"Yucatan Peninsula","QUINTANA_ROO","BANCO_CHINCHORROS","OBI",18.46469401,-87.43830274,"Into MPA","6","2.082648423","0.172413793","1","406","2.255062216","1.875","4.228241655",c(-87.43830274, 18.46469401)
488,"Yucatan Peninsula","QUINTANA_ROO","CANCUN","OCTOPUS",21.1365964,-86.72207141,"Into MPA","1","3.329987047","4.827586207","1","379","8.157573254","6.875","56.08331612",c(-86.72207141, 21.1365964)
489,"Gulf of Mexico","VERACRUZ","VERACRUZ","OJO",19.0957502,-95.85972304,"Into MPA","1","2.214591225","0.862068966","0","302","3.07666019","7.5","23.07495143",c(-95.85972304, 19.0957502)
490,"Mexican Pacific","COLIMA","MANZANILLO","OREJAS_DE_CABALLO",19.09614542,-104.4049307,"Not protected","5","3.329097725","0.689655172","1","208","4.018752897","8.125","32.65236729",c(-104.4049307, 19.09614542)
491,"Mexican Pacific","OAXACA","HUATULCO","ORGANO",15.730933,-96.1444,"Into MPA","2","2.998308236","0.344827586","3","226","3.343135822","8.75","29.25243844",c(-96.1444, 15.730933)
492,"Gulf of Mexico","VERACRUZ","TUXPAN","ORO_VERDE",21.15709,-97.291832,"Into MPA","2","2.420431311","1.034482759","0","285","3.454914069","3.75","12.95592776",c(-97.291832, 21.15709)
493,"Northwest Mexico","BAJA_CALIFORNIA","TIJUANA","OSCAR'S_HOLE",32.42434127,-117.265354,"Into MPA","3","1.993618396","0.172413793","2","36","2.166032189","7.5","16.24524142",c(-117.265354, 32.42434127)
494,"Northwest Mexico","BAJA_CALIFORNIA SUR","LA_PAZ","OUNTA_PRIETA",24.24265578,-110.3287403,"Into MPA","1","3.159706428","1.896551724","2","122","5.056258152","9.375","47.40242017",c(-110.3287403, 24.24265578)
495,"Yucatan Peninsula","QUINTANA_ROO","COZUMEL","PALANCAR_CAVES",20.326772,-87.033803,"Into MPA","47","2.790501925","1.724137931","1","390","4.514639856","6.25","28.2164991",c(-87.033803, 20.326772)
496,"Yucatan Peninsula","QUINTANA_ROO","COZUMEL","PALANCAR_GARDENS",20.33609621,-87.02742577,"Into MPA","50","2.9482675","1.896551724","1","390","4.844819224","6.25","30.28012015",c(-87.02742577, 20.33609621)
497,"Yucatan Peninsula","QUINTANA_ROO","COZUMEL","PALANCAR_HORSESHOE",20.32659917,-87.03266144,"Into MPA","51","2.790501925","1.724137931","1","390","4.514639856","6.25","28.2164991",c(-87.03266144, 20.32659917)
498,"Yucatan Peninsula","QUINTANA_ROO","COZUMEL","PALANCAR_REEF",20.33384273,-87.0306015,"Into MPA","94","2.920262918","1.896551724","1","390","4.816814642","6.25","30.10509151",c(-87.0306015, 20.33384273)
499,"Northwest Mexico","SONORA","GUAYMAS","PALAPA",27.98287306,-111.1482131,"Not protected","6","3.13036913","0.689655172","1","147","3.820024302","5.625","21.4876367",c(-111.1482131, 27.98287306)
500,"Mexican Pacific","GUERRERO","ACAPULCO","PALMITAS",16.824302,-99.912465,"Not protected","3","3.108764074","0.344827586","3","26","3.45359166","9.375","32.37742181",c(-99.912465, 16.824302)
